seed,n_sources,cleared,ratio,avg_locate_clear_s,virtual_total_s,n_measure,n_clear,n_clear_miss,wall_s,error
442,12,12,1.0,627.686,7532.234,296,25,13,0.3562,
443,16,16,1.0,462.307,7396.906,264,22,6,0.2681,
444,12,12,1.0,606.399,7276.789,277,17,5,0.3758,
445,14,14,1.0,520.195,7282.736,249,23,9,0.3355,
446,16,16,1.0,465.614,7449.823,253,31,15,0.2902,
447,13,13,1.0,576.677,7496.804,309,29,16,0.4185,
448,12,12,1.0,627.697,7532.359,319,25,13,0.462,
449,11,11,1.0,736.949,8106.444,332,22,11,0.463,
450,10,10,1.0,754.345,7543.448,311,22,12,0.5044,
451,10,10,1.0,768.686,7686.862,337,13,3,0.5141,
452,12,12,1.0,641.184,7694.211,335,33,21,0.5842,
453,11,11,1.0,656.698,7223.683,360,32,21,0.5536,
454,12,12,1.0,628.924,7547.085,306,28,16,0.3979,
455,16,16,1.0,474.856,7597.69,208,47,31,0.3116,
456,15,15,1.0,493.983,7409.742,292,25,10,0.4819,
457,16,16,1.0,500.262,8004.185,279,29,13,0.2936,
458,10,10,1.0,742.924,7429.245,310,20,10,0.4629,
459,15,15,1.0,486.064,7290.958,284,27,12,0.2743,
460,12,12,1.0,616.39,7396.685,286,17,5,0.3858,
461,15,15,1.0,512.846,7692.686,286,32,17,0.2996,
462,14,14,1.0,587.783,8228.957,309,34,20,0.3581,
463,11,11,1.0,728.577,8014.352,332,31,20,0.4791,
464,12,12,1.0,582.863,6994.36,296,30,18,0.4459,
465,11,11,1.0,618.057,6798.631,315,21,10,0.4699,
466,10,10,1.0,679.236,6792.357,314,17,7,0.6359,
467,12,12,1.0,634.696,7616.353,315,31,19,0.4632,
468,11,11,1.0,673.999,7413.988,312,21,10,0.4591,
469,12,12,1.0,595.983,7151.796,292,22,10,0.5229,
470,10,10,1.0,708.687,7086.873,327,14,4,0.4893,
471,15,15,1.0,521.086,7816.285,280,27,12,0.3306,
472,11,11,1.0,683.938,7523.315,360,34,23,0.4165,
473,12,12,1.0,654.742,7856.907,335,44,32,0.4069,
474,10,10,1.0,727.24,7272.404,359,34,24,0.5021,
475,10,10,1.0,760.229,7602.288,373,19,9,0.5758,
476,13,13,1.0,597.324,7765.212,296,45,32,0.3711,
477,14,14,1.0,533.653,7471.144,253,34,20,0.3132,
478,12,12,1.0,673.975,8087.696,349,40,28,0.4211,
479,16,16,1.0,452.953,7247.246,257,34,18,0.3209,
480,13,13,1.0,555.065,7215.84,300,26,13,0.4876,
481,15,15,1.0,529.542,7943.131,308,40,25,0.3157,
482,14,14,1.0,586.361,8209.061,301,37,23,0.3285,
483,14,14,1.0,537.357,7522.994,278,27,13,0.3505,
484,14,14,1.0,520.132,7281.855,297,33,19,0.3571,
485,11,11,1.0,654.782,7202.602,322,19,8,0.6012,
486,11,11,1.0,681.452,7495.976,317,27,16,0.5895,
487,16,16,1.0,473.041,7568.656,217,21,5,0.4157,
488,10,10,1.0,756.526,7565.261,380,21,11,0.6585,
489,11,11,1.0,714.836,7863.193,315,27,16,0.4712,
490,15,15,1.0,537.615,8064.222,298,25,10,0.3961,
491,13,13,1.0,593.54,7716.023,286,35,22,0.4065,
492,16,16,1.0,509.976,8159.613,268,31,15,0.303,
493,12,12,1.0,604.56,7254.724,348,14,2,0.3889,
494,15,15,1.0,473.62,7104.293,253,29,14,0.2553,
495,15,15,1.0,477.414,7161.208,257,25,10,0.2662,
496,15,15,1.0,503.766,7556.494,293,33,18,0.2398,
497,12,12,1.0,606.955,7283.463,346,17,5,0.3302,
498,13,13,1.0,591.209,7685.711,266,21,8,0.2635,
499,10,10,1.0,709.002,7090.023,371,14,4,0.6137,
500,16,16,1.0,541.788,8668.602,314,64,48,0.2266,
